Language_ID,Glottocode,Notes
abvd_1767,fiji1243,manual:Fijian dialect (Fijian (Yasawa; Teci)) -> Fijian
abvd_2011,fiji1243,manual:Fijian dialect (Fijian (Vuda; Namoli)) -> Fijian
abvd_1779,fiji1243,manual:Fijian dialect (Fijian (Verata; Yanuca Moturiki)) -> Fijian
abvd_1850,fiji1243,manual:Fijian dialect (Fijian (Verata; Savuna)) -> Fijian
abvd_2033,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Lawaki)) -> Fijian
abvd_1949,fiji1243,manual:Fijian dialect (Fijian (Verata; Kumī)) -> Fijian
abvd_1979,fiji1243,manual:Fijian dialect (Fijian (Verata; Navuloa)) -> Fijian
abvd_1784,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nakida)) -> Fijian
abvd_1833,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Dewala)) -> Fijian
abvd_1770,fiji1243,manual:Fijian dialect (Fijian (Wainibuka; Nausori Rā)) -> Fijian
abvd_1726,fiji1243,manual:Fijian dialect (Fijian (Vanualevuiloma; Nukubolu)) -> Fijian
abvd_1899,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Nausori)) -> Fijian
abvd_1728,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Vuna Tailevu)) -> Fijian
abvd_2003,fiji1243,manual:Fijian dialect (Fijian (Wainimala; Nabaitavo)) -> Fijian
abvd_1861,fiji1243,manual:Fijian dialect (Fijian (Tailevu; Tubalevu)) -> Fijian
abvd_827,aust1305,manual:Proto-Mon-Khmer -> Austroasiatic
abvd_727,sino1245,manual:Proto-Tibeto-Burman -> Sino-Tibetan
abvd_758,mano1275,manual:Proto-East Mindanao -> Manobo
abvd_1687,mala1545,manual:Ulpea -> Malayo-Polynesian
abvd_292,sout2841,manual:Proto-Southern Mindanaon
abvd_979,niso1234,manual:Proto-Nisoic -> Nisoid
abvd_785,onga1236,manual:Proto-Ongan -> Ongan
abvd_956,lolo1265,manual:White Lolo -> Lolo-Burmese
abvd_1195,bali1280,manual:Proto-Kimbe -> Bali-Vitu
abvd_955,lolo1265,manual:Gaokujiao Lolo -> Lolo-Burmese
mixtecansubgrouping_SanPedroySanPabloTeposcolula1600Mixtec,mixt1422,manual:SanPedroySanPabloTeposcolula1600Mixtec -> Mixtec
mixtecansubgrouping_SanAndresYutatioMixtec,mixt1422,manual:SanAndresYutatioMixtec -> Mixtec
mixtecansubgrouping_PiedraAzulMixtec,mixt1422,manual:PiedraAzulMixtec -> Mixtec
mixtecansubgrouping_SantoDomingoTonahuixtlaMixtec,mixt1422,manual:SantoDomingoTonahuixtlaMixtec -> Mixtec
mixtecansubgrouping_SantaMariaYucunicocoMixtec,mixt1422,manual:SantaMariaYucunicocoMixtec -> Mixtec
mixtecansubgrouping_SanPedroAtoyacMixtec,mixt1422,manual:SanPedroAtoyacMixtec -> Mixtec
mixtecansubgrouping_TepejilloMixtec,mixt1422,manual:TepejilloMixtec -> Mixtec
mixtecansubgrouping_SanAntonioTepetlapaMixtec,mixt1422,manual:SanAntonioTepetlapaMixtec -> Mixtec
mixtecansubgrouping_SanMartinEstadoMixtec,mixt1422,manual:SanMartinEstadoMixtec -> Mixtec
mixtecansubgrouping_SanAgustinAtenangoMixtec,mixt1422,manual:SanAgustinAtenangoMixtec -> Mixtec
mixtecansubgrouping_ZapotitlanPalmasMixtec,mixt1422,manual:ZapotitlanPalmasMixtec -> Mixtec
mixtecansubgrouping_SantaMariaHuazolotitlanMixtec,mixt1422,manual:SantaMariaHuazolotitlanMixtec -> Mixtec
mixtecansubgrouping_SantoDomingoNuxaaMixtec,mixt1422,manual:SantoDomingoNuxaaMixtec -> Mixtec
mixtecansubgrouping_SantaCruzBravoMixtec,mixt1422,manual:SantaCruzBravoMixtec -> Mixtec
mixtecansubgrouping_SanSebastianTecomaxtlahuacaMixtec,mixt1422,manual:SanSebastianTecomaxtlahuacaMixtec -> Mixtec
mixtecansubgrouping_SanPedroJicayanMixtec,mixt1422,manual:SanPedroJicayanMixtec -> Mixtec
mixtecansubgrouping_SanLorenzoMixtec,mixt1422,manual:SanLorenzoMixtec -> Mixtec
mixtecansubgrouping_SanPedroJocotipacMixtec,mixt1422,manual:SanPedroJocotipacMixtec -> Mixtec
mixtecansubgrouping_SanMiguelChicahuaMixtec,mixt1422,manual:SanMiguelChicahuaMixtec -> Mixtec
mixtecansubgrouping_SantiagoIxtaltepecMixtec,mixt1422,manual:SantiagoIxtaltepecMixtec -> Mixtec
mixtecansubgrouping_GuadalupeVillahermosaMixtec,mixt1422,manual:GuadalupeVillahermosaMixtec -> Mixtec
mixtecansubgrouping_SantosReyesTepejilloMixtec,mixt1422,manual:SantosReyesTepejilloMixtec -> Mixtec
mixtecansubgrouping_SanAndresNuxinoMixtec,mixt1422,manual:SanAndresNuxinoMixtec -> Mixtec
mixtecansubgrouping_YucuquimiOcampoMixtec,mixt1422,manual:YucuquimiOcampoMixtec -> Mixtec
mixtecansubgrouping_SantiagoTamazolaMixtec,mixt1422,manual:SantiagoTamazolaMixtec -> Mixtec
mixtecansubgrouping_SantaCatarinaTlaltempanMixtec,mixt1422,manual:SantaCatarinaTlaltempanMixtec -> Mixtec
vanuatuvoices_Markam,mala1499,manual:Markam -> Malakula area
vanuatuvoices_Batarxopubenut,mala1499,manual:Batarxopu: Benut -> Malakula area
vanuatuvoices_Petawata,mala1499,manual:Petawata -> Malakula area
vanuatuvoices_Wunaruu,mala1499,manual:Wunaruu -> Malakula area
vanuatuvoices_Jarailan,mala1499,manual:Jarailan -> Malakula area
vanuatuvoices_Elia,mala1499,manual:Elia -> Malakula area
vanuatuvoices_Wunawai,mala1499,manual:Wunawai -> Malakula area
vanuatuvoices_Penour,mala1499,manual:Penour -> Malakula area
vanuatuvoices_Petel,mala1499,manual:Petel -> Malakula area
vanuatuvoices_Batarxopulembilmbil,mala1499,manual:Batarxopu: Lembilmbil -> Malakula area
vanuatuvoices_Panas,mala1499,manual:Panas -> Malakula area
vanuatuvoices_Kitano,mala1499,manual:Kitano -> Malakula area
vanuatuvoices_Nalema,mala1499,manual:Nalema -> Malakula area
vanuatuvoices_Jakena,mala1499,manual:Jakena -> Malakula area
vanuatuvoices_Votlo,mala1499,manual:Votlo -> Malakula area
vanuatuvoices_Lopalis,mala1499,manual:Lopalis -> Malakula area
vanuatuvoices_Sara,mala1499,manual:Sara -> Malakula area
vanuatuvoices_Lopika,mala1499,manual:Lopika -> Malakula area
vanuatuvoices_Ngevin,mala1499,manual:Ngevin -> Malakula area
vanuatuvoices_Matewan,mala1499,manual:Mate wan -> Malakula area
vanuatuvoices_Lepa,mala1499,manual:Lepa -> Malakula area
vanuatuvoices_Tesmbolusus,mala1499,manual:Tesmbol: Usus -> Malakula area
vanuatuvoices_Tesmbolmelaklak,mala1499,manual:Tesmbol: Melaklak -> Malakula area
vanuatuvoices_Angavaedixonreef,mala1499,manual:Angavae: Dixon Reef -> Malakula area
vanuatuvoices_Sivitinjavwomol,mala1499,manual:Siviti (Njav): Womol -> Malakula area
vanuatuvoices_Natanganmbonvor,mala1499,manual:Natangan: Mbonvor -> Malakula area
vanuatuvoices_Batarxopugonwar,mala1499,manual:Batarxopu: Gonwar -> Malakula area
vanuatuvoices_Najittanmial,mala1499,manual:Najit: Tanmial -> Malakula area
vanuatuvoices_Sivitinjavgonwar,mala1499,manual:Siviti (Njav): Gonwar -> Malakula area
vanuatuvoices_Batarxopulipitav,mala1499,manual:Batarxopu: Lipitav -> Malakula area
vanuatuvoices_Batarxopulumsak,mala1499,manual:Batarxopu: Lumsak -> Malakula area
vanuatuvoices_Sivitinjavtanmililib,mala1499,manual:Siviti (Njav): Tanmililib -> Malakula area
vanuatuvoices_Sageneral,cent2228,manual:Sa: ‘General’ -> Malakula area
vanuatuvoices_Ragaloltongbay,raga1238,manual:Raga: Loltong Bay -> Malakula area
vanuatuvoices_Safyangtus,cent2228,manual:Sa F.: Yangtus -> Malakula area
vanuatuvoices_Safponof,cent2228,manual:Sa F.: Ponof -> Malakula area
vanuatuvoices_Sahaa,cent2228,manual:Sa: Haa -> Malakula area
vanuatuvoices_Ragalolkasai,raga1238,manual:Raga: Lolkasai -> Malakula area
vanuatuvoices_Sururabwangaenaa,suru1259,manual:Suru Rabwanga: Enaa -> Malakula area
vanuatuvoices_Surumweranivanransini,suru1259,manual:Suru Mwerani: Vanransini -> Malakula area
vanuatuvoices_Ngatataremb,nort3427,manual:Ngata: Taremb -> Malakula area
gled_MIDDLE_EGYPTIAN,midd1369,manual:MIDDLE_EGYPTIAN
gled_KITANEMUK,kita1252,manual:KITANEMUK
gled_DJAPU,djap1238,manual:DJAPU
gled_OLD_OR_MIDDLE_JAVANESE,kawi1241,manual:OLD_OR_MIDDLE_JAVANESE
gled_KHAMNIGAN_MONGOL,kham1281,manual:KHAMNIGAN_MONGOL
gled_ARAMAIC_ANCIENT,impe1235,manual:ARAMAIC_ANCIENT
gled_ZAPOTEC_1578,colo1256,manual:ZAPOTEC_1578
gled_TZOTZIL_ZINACANTAN_1600,tzot1259,manual:TZOTZIL_ZINACANTAN_1600
gled_CARIB_1665,cari1283,manual:CARIB_1665
gled_NORTH_BASTAR_GONDI,nort2702,manual:NORTH_BASTAR_GONDI
gled_LATE_EGYPTIAN,late1256,manual:LATE_EGYPTIAN
gled_MOMI_YADIM,momi1243,manual:MOMI_YADIM
gled_CHEMAKUM,chem1251,manual:CHEMAKUM
gled_ADILABAD_GONDI,utno1237,manual:ADILABAD_GONDI
gled_SOUTHERN_GONDI,nort2702,manual:SOUTHERN_GONDI
gled_TOTONAC_OZELONACAXTLA,toto1303,manual:TOTONAC_OZELONACAXTLA -> Totonac-Tepehua
gled_TOTONAC_TEJERIA,toto1303,manual:TOTONAC_TEJERIA -> Totonac-Tepehua
gled_DARAGA,albe1242,manual:DARAGA
gled_TOTONAC_OLINTLA,toto1303,manual:TOTONAC_OLINTLA -> Totonac-Tepehua
gled_NAHUATL_XOCHIATIPAN,clas1250,manual:NAHUATL_XOCHIATIPAN -> Classical Nahuatl
gled_OAS,book1242,manual:OAS
gled_ULTERIOR_MIXE_C,mixe1284,manual:ULTERIOR_MIXE_C -> Mixe-Zoque
gled_HOAN,hoan1235,manual:HOAN
gled_KAWA,kawa1290,manual:KAWA
gled_OGADEN_ARABIC,stan1318,manual:OGADEN_ARABIC
gled_SARDINIAN,camp1261,manual:SARDINIAN
gled_SAR_INDONESIA,aust1307,manual:SAR_INDONESIA
gled_TAPE,book1242,manual:TAPE
gled_TOTONAC_COATEPEC,toto1303,manual:TOTONAC_COATEPEC -> Totonac-Tepehua
gled_GUARANI_ANTIGO,oldp1258,manual:GUARANI_ANTIGO
gled_SOUTH_EASTERN_GONDI,nort2702,manual:SOUTH_EASTERN_GONDI
gled_TANDA_PNG,book1242,manual:TANDA_PNG
gled_SUMARARU,book1242,manual:SUMARARU
gled_BANKALA,bank1258,manual:BANKALA
gled_OLD_LOW_FRANCONIAN,oldf1241,manual:OLD_LOW_FRANCONIAN
gled_DJADJALA,djad1248,manual:DJADJALA
gled_NAHUATL_ACAXOCHITLAN,clas1250,manual:NAHUATL_ACAXOCHITLAN -> Classical Nahuatl
gled_TULAMNI,yoku1256,manual:TULAMNI
gled_NAHUATL_MONTEGRANDE_PLATON_SANCHEZ,clas1250,manual:NAHUATL_MONTEGRANDE_PLATON_SANCHEZ -> Classical Nahuatl
gled_TAHITIAN_18TH_CENTURY,tahi1242,manual:TAHITIAN_18TH_CENTURY
gled_FINALLIG,fina1242,manual:FINALLIG
gled_MULAO_KADAI,mula1238,manual:MULAO_KADAI
gled_NAHUATL_XAALITLA_TEPECUAUILCO,clas1250,manual:NAHUATL_XAALITLA_TEPECUAUILCO -> Classical Nahuatl
gled_NAHUATL_CUAMELC0_TIANGUISTENGO,clas1250,manual:NAHUATL_CUAMELC0_TIANGUISTENGO -> Classical Nahuatl
gled_NAHUATL_SAN_JERONINO_AMANALCO,clas1250,manual:NAHUATL_SAN_JERONINO_AMANALCO -> Classical Nahuatl
gled_NAHUATL_TLALNEPANTLA_TAMAZUNCHALE,clas1250,manual:NAHUATL_TLALNEPANTLA_TAMAZUNCHALE -> Classical Nahuatl
gled_NAHUATL_XALPATLAHUAC,clas1250,manual:NAHUATL_XALPATLAHUAC -> Classical Nahuatl
gled_NAHUATL_HUEYAPAN_TETELA_DEL_VOLCAN,clas1250,manual:NAHUATL_HUEYAPAN_TETELA_DEL_VOLCAN -> Classical Nahuatl
gled_PALEWYAMI,yoku1256,manual:PALEWYAMI
gled_CUICA,book1242,manual:CUICA
gled_NAHUATL_REYES_DE_VALLARTA_TUZAMAPAN,clas1250,manual:NAHUATL_REYES_DE_VALLARTA_TUZAMAPAN -> Classical Nahuatl
gled_NAHUATL_HUEYATI_YAHUALICA,clas1250,manual:NAHUATL_HUEYATI_YAHUALICA -> Classical Nahuatl
gled_NGBAKA_PENDI,ngba1286,manual:NGBAKA_PENDI
gled_NAHUATL_COYOTEPEC,clas1250,manual:NAHUATL_COYOTEPEC -> Classical Nahuatl
gled_NAHUATL_XILITLA,clas1250,manual:NAHUATL_XILITLA -> Classical Nahuatl
gled_NAHUATL_CHICHIQUILA,clas1250,manual:NAHUATL_CHICHIQUILA -> Classical Nahuatl
gled_NAHUATL_XALATZALA_TLAPA,clas1250,manual:NAHUATL_XALATZALA_TLAPA -> Classical Nahuatl
gled_NAHUATL_JALATLACO,clas1250,manual:NAHUATL_JALATLACO -> Classical Nahuatl
gled_NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN,clas1250,manual:NAHUATL_ZAHUASTIPAN_SAN_AUGUSTIN_METZQUITITLAN -> Classical Nahuatl
gled_YAWDANCHI,yoku1256,manual:YAWDANCHI
gled_NAHUATL_AMILCINGO_ZACUALPAN,clas1250,manual:NAHUATL_AMILCINGO_ZACUALPAN -> Classical Nahuatl
gled_NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO,clas1250,manual:NAHUATL_LA_REFORMA_TEPEHUACAN_DE_GUERRERO -> Classical Nahuatl
gled_NAHUATL_SANTA_MARIA_TEOPOXCO,clas1250,manual:NAHUATL_SANTA_MARIA_TEOPOXCO -> Classical Nahuatl
gled_NAHUATL_QUETZALAPA_AZOYU,clas1250,manual:NAHUATL_QUETZALAPA_AZOYU -> Classical Nahuatl
gled_NAHUATL_JICOCINGO_ZACATLAN,clas1250,manual:NAHUATL_JICOCINGO_ZACATLAN -> Classical Nahuatl
gled_NAHUATL_SANTA_ANA_TLACOTENCO,clas1250,manual:NAHUATL_SANTA_ANA_TLACOTENCO -> Classical Nahuatl
gled_NAHUATL_LAS_BALSAS,clas1250,manual:NAHUATL_LAS_BALSAS -> Classical Nahuatl
gled_NAHUATL_XOXOCOTLA_PUENTE_DE_IXTLA,clas1250,manual:NAHUATL_XOXOCOTLA_PUENTE_DE_IXTLA -> Classical Nahuatl
gled_NAHUATL_CUATLAMAYAN_ANTONIO_SANTOS,clas1250,manual:NAHUATL_CUATLAMAYAN_ANTONIO_SANTOS -> Classical Nahuatl
gled_POCHUTLA_NAHUATL,poch1245,manual:POCHUTLA_NAHUATL
bdpa_CentralGermanMurrhardt,stan1295,manual:Central German (Murrhardt) -> German
bdpa_BelgianDutch,dutc1256,manual:Belgian Dutch -> Dutch
bdpa_AmericanEnglish,stan1293,manual:American English -> English
bdpa_Scottish,stan1293,manual:Scottish -> English
bdpa_CanadianEnglish,stan1293,manual:Canadian English -> English
bdpa_HighGermanNorthAlsace,stan1295,manual:High German (North Alsace) -> German
bdpa_SouthAfricanEnglishJohannisburg,stan1293,manual:South African English (Johannisburg) -> English
bdpa_CentralGermanCologne,stan1295,manual:Central German (Cologne) -> German
bdpa_CentralGermanHonigberg,stan1295,manual:Central German (Honigberg) -> German
bdpa_HighGermanBiel,stan1295,manual:High German (Biel) -> German
bdpa_HighGermanTuebingen,stan1295,manual:High German (Tuebingen) -> German
bdpa_LowGermanAchterhoek,stan1295,manual:Low German (Achterhoek) -> German
bdpa_HighGermanOrtisei,stan1295,manual:High German (Ortisei) -> German
bdpa_HighGermanGraubuenden,stan1295,manual:High German (Graubuenden) -> German
bdpa_HighGermanHerrlisheim,stan1295,manual:High German (Herrlisheim) -> German
bdpa_WestFrisianGrou,dutc1256,manual:West Frisian (Grou) -> Dutch
bdpa_HighGermanWalser,stan1295,manual:High German (Walser) -> German
bdpa_LowGermanBargstedt,stan1295,manual:Low German (Bargstedt) -> German
bdpa_YiddishNewYork,east2295,manual:Yiddish (New York) -> Eastern Yiddish
bdpa_HighGermanBodensee,stan1295,manual:High German (Bodensee) -> German
bdpa_CentralGermanLuxembourg,stan1295,manual:Central German (Luxembourg) -> German
bdpa_Jinxing,cent2307,manual:Jīnxīng -> Central Bai
bdpa_Gongxing,sout3256,manual:Gōngxìng -> Southern Bai
bdpa_Dashi,nort2755,manual:Dàshí -> Northern Bai
bdpa_Mazhelong,cent2307,manual:Mǎzhělóng -> Central Bai
bdpa_Caraz,quec1387,manual:Caraz -> Quechuan
bdpa_Corongo,quec1387,manual:Corongo -> Quechuan
bdpa_Chimborazo,quec1387,manual:Chimborazo -> Quechuan
bdpa_Puno,quec1387,manual:Puno -> Quechuan
bdpa_Cuzco,quec1387,manual:Cuzco -> Quechuan
bdpa_Apolobamba,quec1387,manual:Apolobamba -> Quechuan
bdpa_Huancayo,quec1387,manual:Huancayo -> Quechuan
bdpa_Sucre,quec1387,manual:Sucre -> Quechuan
bdpa_Cochabamba,quec1387,manual:Cochabamba -> Quechuan
bdpa_Tena,quec1387,manual:Tena -> Quechuan
bdpa_Huancavelica,quec1387,manual:Huancavelica -> Quechuan
bdpa_Inkawasi,quec1387,manual:Inkawasi -> Quechuan
bdpa_Cajamarca,quec1387,manual:Cajamarca -> Quechuan
bdpa_UpperDemjankaKhanti,surg1248,manual:Upper Demjanka Khanti -> Surgut Khanty
bdpa_Kawki,jaqa1244,manual:Kawki -> Jaqaru
bdpa_TremjuganKhanti,surg1248,manual:Tremjugan Khanti -> Surgut Khanty
bdpa_KondaKhanti,surg1248,manual:Konda Khanti -> Surgut Khanty
bdpa_SherkaliKhanti,surg1248,manual:Sherkali Khanti -> Surgut Khanty
bdpa_JuganKhanti,surg1248,manual:Jugan Khanti -> Surgut Khanty
bdpa_VakhKhanti,surg1248,manual:Vakh Khanti -> Surgut Khanty
bdpa_NizjamKhanti,surg1248,manual:Nizjam Khanti -> Surgut Khanty
bdpa_KazimKhanti,surg1248,manual:Kazim Khanti -> Surgut Khanty
bdpa_VasjuganKhanti,surg1248,manual:Vasjugan Khanti -> Surgut Khanty
bdpa_SinjaKhanti,surg1248,manual:Sinja Khanti -> Surgut Khanty
bdpa_Oruro,quec1387,manual:Oruro -> Quechuan
bdpa_Tiwanaku,quec1387,manual:Tiwanaku -> Quechuan
bdpa_KondaMansi,mans1258,manual:Konda Mansi -> Northern Mansi
bdpa_MalyjJuganKhanti,surg1248,manual:Malyj Jugan Khanti -> Surgut Khanty
bdpa_VerkhneKalimskKhanti,surg1248,manual:Verkhne Kalimsk Khanti -> Surgut Khanty
bdpa_MiddleLozvaMansi,mans1258,manual:Middle Lozva Mansi -> Northern Mansi
bdpa_NorthMansi,mans1258,manual:North Mansi -> Northern Mansi
bdpa_ObdorskKhanti,surg1248,manual:Obdorsk Khanti -> Surgut Khanty
bdpa_LikrisovskojeKhanti,surg1248,manual:Likrisovskoje Khanti -> Surgut Khanty
bdpa_PelimkaMansi,mans1258,manual:Pelimka Mansi -> Northern Mansi
bdpa_LowerLozvaMansi,mans1258,manual:Lower Lozva Mansi -> Northern Mansi
bdpa_TavdaMansi,mans1258,manual:Tavda Mansi -> Northern Mansi
bdpa_VartovskojeKhanti,surg1248,manual:Vartovskoje Khanti -> Surgut Khanty
bdpa_Taquile,quec1387,manual:Taquile -> Quechuan
bdpa_Chavin,quec1387,manual:Chavín -> Quechuan
bdpa_ProtoGermanic,stan1295,manual:Proto-Germanic -> German
bdpa_Huancane,quec1387,manual:Huancané -> Quechuan
idssegmented_manganbmnn,mang1378,manual:Mang'an B. -> Mang (Austroasiatic variety alongside Mang Ch/VN)
idssegmented_thomunthm,thoo1240,manual:Tho Mun -> Tho (Austroasiatic)
idssegmented_tul,book1242,manual:TUL -> unresolvable (ambiguous IDS code)
idssegmented_phuthomphu,muon1246,manual:Phu Tho M -> Muong (Phú Thọ province variety)
idssegmented_san,book1242,manual:SAN -> unresolvable (ambiguous IDS code)
triangulation_MiddleMongolianMuqaddimataladab,midd1351,manual:Middle Mongolian (Muqaddimat al-adab) -> Middle Mongol
triangulation_MiddleMongolianSecretHistory,midd1351,manual:Middle Mongolian (Secret History) -> Middle Mongol
triangulation_Oirat,kalm1243,manual:Oirat -> Oirad-Kalmyk-Darkhat
wikt_gmq-oda,oldd1239,manual:Old Danish
wikt_gmq-ogt,gutn1238,manual:Old Gutnish -> Archaic Gutnish
wikt_inc-oaw,awad1243,manual:Old Awadhi -> Awadhi
wikt_inc-ogu,guja1252,manual:Old Gujarati -> Gujarati
wikt_mvm,east2351,manual:Muya (retired ISO mvm) -> Eastern Muya
wikt_roa-oca,oldc1251,manual:Old Catalan
wikt_sh,sout1528,manual:Serbo-Croatian (deprecated ISO sh)
wikt_zlw-opl,oldp1256,manual:Old Polish
